"subject" "desc" "mean_data" "meantBodyAccX" "meantBodyAccY" "meantBodyAccZ" "meantBodyGyroX" "meantBodyGyroY" "meantBodyGyroZ" "meanTotalBodyAccX" "meanTotalBodyAccY" "meanTotalBodyAccZ"
3 "STANDING" "-5.34e-01" -0.0085653319703125 -0.00512710789296875 0.0973523207664063 0.129741506742188 0.165930658101562 -0.0880598986546875 1.00816769765625 -0.25998091796875 0.0589134118359375
3 "WALKING" "-4.73e-01" 0.0120708710546875 -0.0032009646265625 -0.0217331144664063 0.097098902734375 -0.047881523828125 -0.0286793918859375 1.01689633984375 -0.241512702109375 -0.116923504386719
3 "WALKING_DOWNSTAIRS" "-3.99e-01" -0.016924356453125 0.0044218857109375 0.000891188351562499 -0.328390193742187 0.146602593054688 0.0944803864609375 0.9790557609375 -0.182497135515625 -0.111239618703125
3 "WALKING_UPSTAIRS" "-4.82e-01" -0.0450801799757813 -0.0479796245390625 0.010498133828125 0.293304092677344 -0.0829949017421875 -0.07095174828125 0.940388190625 -0.37457690390625 -0.145765756882813
4 "LAYING" "-5.27e-01" -0.0466870352117187 0.0124328031195313 -0.0012766392515625 0.184447146713281 -0.067400063109375 0.2784356390625 0.0464427247578125 0.8918613390625 0.44855612734375
4 "SITTING" "-6.02e-01" -0.0180182306742187 0.0378542242773438 0.00832777701767969 -0.0238928397390625 -0.013600344609375 0.1078353934375 0.9403330390625 0.2966818453125 0.223376615625
4 "STANDING" "-5.02e-01" -0.0161542573570313 0.028177450546875 0.141275203398437 0.29020508578125 0.100341704570312 0.0501768935625 1.0050372328125 -0.0377010376054688 0.208350968671875
4 "WALKING" "-4.75e-01" 0.0065076748984375 0.0331592317148438 0.003267576135625 -0.231402451484375 0.04584387903125 -0.0601890960203125 1.02484586015625 -0.0854258124516406 0.143242323296875
4 "WALKING_DOWNSTAIRS" "-4.09e-01" 0.01051662453125 0.0161869489992187 0.01140572688125 0.0424684553515625 0.001980571396875 -0.0112946440859375 1.01801883515625 -0.0664030084296875 0.153201844914844
4 "WALKING_UPSTAIRS" "-4.48e-01" 0.0176537271015625 -0.039259809328125 -0.043366424728125 0.00479960871875 -0.06554183671875 -0.044158299671875 1.02703426015625 -0.243141082265625 0.072734903521875
5 "LAYING" "-5.70e-01" -0.0105956441632813 -0.0081641053609375 -0.0078955032625 0.0128535422570312 -0.0343014920061719 0.262753817109375 -0.0500171084296875 0.97673013046875 0.2288133234375
5 "SITTING" "-5.49e-01" -0.032308332403125 0.0838047865445312 0.0030595212765625 -0.0179773196070313 -0.021574981928125 0.144479932859375 0.82877420625 0.474925646875 0.29296090515625
5 "STANDING" "-5.29e-01" -0.0166139306851563 0.0385663108375 0.075952535106875 0.012028315734375 0.217403743828125 -0.171406549734375 1.00369043359375 0.0124355709320313 0.22932250265625
5 "WALKING" "-4.02e-01" -0.0055936033046875 -0.0198074551640625 0.020589406875 -0.4391829928125 0.0789974821796875 -0.0284308007734375 1.01974831875 -0.082508509834375 -0.0257379552460937
5 "WALKING_DOWNSTAIRS" "-2.71e-01" -0.00284727740625 0.0339034129255469 0.0214870154726562 0.104296115367187 0.020182893859375 -0.0039249954609375 0.99809120390625 0.014717086828125 0.0076005780546875
5 "WALKING_UPSTAIRS" "-3.72e-01" -0.02029229384375 -0.0874606126484375 -0.0017088457484375 0.439777600195312 -0.07016502828125 -0.0706700469609375 1.00562149296875 -0.21927505140625 -0.027245893734375
6 "LAYING" "-5.62e-01" 0.0490633848828125 -0.00699339018429688 -0.0352353788484375 0.167503080242187 -0.05596513990625 0.260726107265625 0.0975033599609375 0.95905111484375 0.26931056640625
6 "SITTING" "-5.86e-01" -0.0052973101546875 0.0308206839385156 -0.0212949065644531 0.035861546875 -0.0517917761015625 0.0897845266015625 0.96268437734375 0.2366260984375 0.22157909921875
6 "STANDING" "-5.90e-01" 0.00317790929890625 -0.0102844499609375 -0.00114766768203125 0.047300914940625 0.10848134246875 0.038374845328125 1.0140719796875 -0.156751 0.11477341453125
6 "WALKING" "-4.12e-01" -0.0034661701328125 -0.0090343762890625 -0.0199792585203125 0.407773920703125 -0.0938792056417188 0.0086596646484375 1.0144220671875 -0.190725979339844 0.0236018083515625
6 "WALKING_DOWNSTAIRS" "-3.45e-01" -0.008968568390625 0.00314320885390625 -0.0100750941999219 -0.0131757980234375 7.78808437499993e-05 -0.00937746128359375 0.99518175859375 -0.1496345291875 0.0030325920790625
6 "WALKING_UPSTAIRS" "-3.86e-01" -0.00416187203125 -0.051441677703125 -0.0257156138984375 -0.64350530140625 0.0554237089921875 -0.0289271102421875 1.01064796875 -0.2678849965625 0.02990094820625
7 "LAYING" "-4.82e-01" -0.141686202970313 0.0758566717734375 0.0108328897726562 0.15044500221875 -0.351096816601563 0.175871683140625 0.0203991813203125 0.2499613265625 0.96207100703125
7 "SITTING" "-5.32e-01" 0.0093406024578125 0.0315998339032812 0.04776715 0.00168390390625 -0.0907303156773438 0.02082349 1.02391940546875 0.0239617679210937 0.00251425877265625
7 "STANDING" "-6.16e-01" 0.00109995186800781 0.0098602101140625 0.00210898110703125 -0.166343528274219 0.0400398555992188 0.02448894517 1.0083216796875 -0.0939921046875 -0.2065930640625
7 "WALKING" "-4.79e-01" -0.0143238340625 0.0103398063070312 -0.005436389904375 -0.085753567103125 0.000826935585937502 0.00435287982109375 0.97676355625 -0.08792534915625 -0.28222408828125
7 "WALKING_DOWNSTAIRS" "-4.33e-01" -0.00765086501015625 -0.00136183984375 0.0113199873445313 -0.208442186070313 0.0422220969921875 0.0587664359367187 0.96925318984375 -0.0978882067734375 -0.274368149921875
7 "WALKING_UPSTAIRS" "-4.26e-01" -0.022909322765625 -0.0216750232890625 -0.0357965617707812 -0.706496546679688 0.0888232522421875 0.244339822023437 0.91228394140625 -0.1655991334375 -0.45677753671875
8 "LAYING" "-5.99e-01" 0.0202163140234375 0.00101803205046875 -0.0166571000625 0.149956703828125 0.09979042765625 0.24073813921875 0.1435318828125 0.84793447265625 0.50680912109375
8 "SITTING" "-5.47e-01" -0.0505773446601563 0.132610122101563 0.0102213634828125 -0.0468245435703125 -0.099268526953125 0.113167635773437 0.78445442578125 0.47285710625 0.40234044765625
8 "STANDING" "-5.48e-01" 0.00475661773179688 0.024828490828125 0.0549408816960937 -0.0074768151609375 0.162968595414063 -0.0557818023015625 1.0251140984375 -0.052328249140625 0.0632299886796875
8 "WALKING" "-3.49e-01" -0.0142806715859375 -0.014494801015625 0.0138000790890625 0.21942232484375 -0.0400739321976563 -0.0517589078359375 0.9984503046875 -0.252740087621094 -0.0295293268914062
8 "WALKING_DOWNSTAIRS" "-2.78e-01" 0.0071123922421875 -0.01321963868125 0.01319633890625 -0.07353301734375 0.0218387568984375 -0.022509464359375 0.991299359375 -0.213403526015625 0.0604261735414063
8 "WALKING_UPSTAIRS" "-3.21e-01" -0.0295953031171875 -0.0235171678359375 0.005295989046875 0.64599181859375 -0.2144593775 -0.029452480653125 0.97133597109375 -0.288600687132813 0.0205697457890625
9 "LAYING" "-5.22e-01" -0.142988299175781 -0.0041058194875 0.0242892374992188 0.0843050365703125 -0.320251549519531 0.14163048140625 -0.1135927109375 0.227945309375 0.96417548125
9 "SITTING" "-6.12e-01" -0.00902182606742188 0.00427140739140625 0.013252245951875 -0.0101614572039062 -0.0159278400703125 0.0268143311061719 1.007057484375 0.0405796086875 0.17241399609375
9 "STANDING" "-5.92e-01" 0.00031726955703125 0.014529271215625 0.0161941901447656 0.0426169885945313 0.011129108964375 0.0521323366804688 1.01608999765625 -0.0281597042382812 0.14837124390625
9 "WALKING" "-3.73e-01" -0.00425520359140625 -0.0315230260390625 -0.017030498696875 0.00142878558515625 0.096839460921875 0.0181498783203125 1.02102064921875 -0.07501752725 -0.0010079636328125
9 "WALKING_DOWNSTAIRS" "-4.22e-01" 0.017995437859375 -0.0015575871328125 0.03926682559375 -0.00656883953984375 0.0451917004765625 -0.0116612020546875 1.03382084765625 -0.0542631125429687 0.0564582584773438
9 "WALKING_UPSTAIRS" "-4.67e-01" -0.01684466209375 0.003678464409375 -0.0003689032109375 -1.0028063546875 0.127649275078125 0.144281259179688 1.01210265078125 -0.0704161695078125 -0.103704837710937
10 "LAYING" "-5.40e-01" 0.081260048896875 0.00146213710804687 -0.0170442183002344 0.070606492515625 -0.0139850165315625 0.240793589921875 0.030019467328125 0.95430534609375 0.29897506953125
10 "SITTING" "-5.64e-01" -0.0276942955617187 0.0494970555375 0.0116658373725 -0.03728663671875 -0.050976504596875 0.21469259375 0.7942543984375 0.548358559375 0.2442613671875
10 "STANDING" "-5.84e-01" 0.00361230196992188 0.0136874057828125 0.0299842558046875 -0.0126562915820313 -0.00890344324296875 0.0619772308289063 1.0150224703125 -0.1751402546875 0.08777017140625
10 "WALKING" "-3.33e-01" -0.0191874909421875 -0.01020723284375 0.008324387934375 0.282116722484375 -0.06223737803125 -0.024362259171875 0.99208357734375 -0.195911194242188 0.04613085328125
10 "WALKING_DOWNSTAIRS" "-2.24e-01" 0.022394056640625 -0.0092498142796875 0.0022487857171875 -0.32734782771875 0.021699131953125 0.009627835640625 1.01583242109375 -0.149468799398437 0.0598869198984375
10 "WALKING_UPSTAIRS" "-3.11e-01" -0.0354217688726563 -0.0119201976171875 0.0376760428160937 0.400431774870859 -0.10187369609375 0.025989872328125 0.985453515625 -0.247929679366406 0.0424660285640625
11 "LAYING" "-5.91e-01" 0.0176455666503906 -0.0097702346384375 -0.01427951571875 0.0275424002890625 0.131142178203125 0.316557665625 0.24626539765625 0.94986994765625 0.17617203828125
11 "SITTING" "-5.90e-01" -0.0111531737939063 0.0598809913203125 -0.0224162940077344 -0.05669205 0.00595987018515625 0.14157581640625 0.91511714375 0.3507418203125 0.2387448453125
11 "STANDING" "-6.08e-01" -0.00093502234765625 -0.00872354195546875 0.0019178612390625 -0.0575087693125 -0.0277338498202344 -0.00430970693046875 0.997666146875 -0.160965365625 0.2152759296875
11 "WALKING" "-4.32e-01" -0.0253247415398438 -0.00781451943046875 0.0185029522242188 -0.388743065234375 0.096005552546875 -0.100831697610156 0.9759719421875 -0.196096942296875 0.180615390390625
11 "WALKING_DOWNSTAIRS" "-3.70e-01" 0.03129863903125 0.010715765125 -0.0031872267984375 -0.626026104765625 0.102551682109375 -0.0882103217421875 1.0036160015625 -0.179226140996094 0.194916473929688
11 "WALKING_UPSTAIRS" "-4.25e-01" -0.00998759746875 -0.0610005474453125 -0.03225450928125 0.277259683460937 -0.09394268609375 0.0707642956765625 0.9710491796875 -0.322479970234375 0.178129532328125
12 "LAYING" "-4.86e-01" -0.16458387294375 0.00889305184140625 0.0709979355820313 0.02103269046875 -0.223054068180469 0.29100054359375 0.1205644840625 0.57390625546875 0.80509605703125
12 "SITTING" "-6.02e-01" -0.0228864488660937 0.0160988753351562 0.000523682231890625 -0.0342853523421875 -0.116310415703125 0.1245274678125 0.89155329609375 0.3295310203125 0.3371511734375
12 "STANDING" "-6.14e-01" 0.00125574313125 0.000672072334375 0.015997284884375 -0.0235328420120312 -0.0210444520773438 -0.000448447865625 1.022088921875 -0.134426140546875 -0.054139917109375
12 "WALKING" "-3.67e-01" -0.009674036 -0.00212746278125 0.018689360578125 -0.494587770953125 0.0909829099609375 0.0423462601640625 1.01270276953125 -0.133269089874219 -0.0427900005007031
12 "WALKING_DOWNSTAIRS" "-3.10e-01" -0.0078987130859375 0.02079553303125 -0.00565962307109375 -0.362795631 0.0586404979671875 0.050480839609375 0.98188610078125 -0.124764902960937 -0.07804514984375
12 "WALKING_UPSTAIRS" "-4.17e-01" -0.0220171243125 -0.0146101218429688 0.006829793875 -0.624135548984375 0.0788538465070312 0.11758990078125 0.99450915859375 -0.187714467726563 -0.130250693121875
13 "LAYING" "-5.87e-01" 7.4333071875e-05 -0.0461895411265625 0.0242939427405938 0.18538843390625 -0.130228693633594 0.249116530859375 0.2595623125 0.414694484375 0.8678572078125
13 "SITTING" "-4.97e-01" -0.00160100696710938 0.0922151874765625 0.1395021832375 0.105666970335937 -0.185602133335938 0.115888082109375 0.9664430171875 0.18894753046875 0.24703656953125
13 "STANDING" "-5.98e-01" -0.00021974275703125 -0.012225711175 0.00589588944296875 -0.0264213194296875 0.0528925773632812 0.0113656382898438 1.005395115625 -0.22029156875 -0.1396399690625
13 "WALKING" "-3.60e-01" -0.00539427430546875 0.02517343731875 0.000978962606249999 0.273750649546875 -0.0240887484474219 -0.152385028975 0.967439121875 -0.227329612421875 -0.265880804921875
13 "WALKING_DOWNSTAIRS" "-4.04e-01" 0.0210795061328125 0.00232691061640625 0.00780577384375 -0.0653045860546875 -0.0352677995713281 0.00099590106484375 1.00138626484375 -0.20059329109375 -0.193199199515625
13 "WALKING_UPSTAIRS" "-4.52e-01" -0.0194635306328125 -0.04393199175 -0.0370073635859375 -0.756613892578125 0.187410442890625 0.223877675507813 0.94988331328125 -0.3042247240625 -0.318125746929687
14 "LAYING" "-5.44e-01" -0.114611696714609 0.02615548886875 0.037181299890625 0.259215785570312 -0.17651690984375 0.199166579765625 0.1844309421875 0.55535698046875 0.80109079609375
14 "SITTING" "-6.19e-01" -0.00612837984382813 -0.0129163112609375 -0.00749285420859375 -0.06891818015625 -0.0834843886015625 0.144299888046875 1.021638809375 3.764763515625e-05 0.09438485109375
14 "STANDING" "-5.47e-01" -0.00205086491890625 0.0123700471359375 0.0729820388125 0.0941508907578125 0.215937967421875 -0.0959838676875 1.0075942046875 -0.1784199875 -0.17622168703125
14 "WALKING" "-4.51e-01" -0.0196630477265625 -0.0449169419726562 0.0186335769898438 0.261775558984375 -0.081884685546875 -0.136202422100781 0.91029305078125 -0.250891287440625 -0.374328876640625
14 "WALKING_DOWNSTAIRS" "-3.41e-01" 0.0385978562101563 -0.0117385618679687 0.0247884670226562 0.102232214304687 0.0576375451273438 -0.033053280125 0.9631780234375 -0.254504871664062 -0.315972726617188
14 "WALKING_UPSTAIRS" "-3.31e-01" -0.03474009084375 -0.0524668747515625 -0.0118451789921875 0.308148048859375 -0.112347960703125 -0.09648030475 0.87297357421875 -0.298874423701562 -0.440750391578125
15 "LAYING" "-5.54e-01" 0.020562384078125 0.0160114455703125 -0.0405066291914062 0.127427618414062 -0.07245555545625 0.30104527578125 0.129591251015625 0.896234528125 0.4207946625
15 "SITTING" "-5.14e-01" -0.0386106640648438 0.141088182625 0.0463745239453125 -0.0243252009320312 -0.0902164825 0.153119727882813 0.87359023515625 0.433198659375 0.2381201203125
15 "STANDING" "-6.02e-01" 0.001291691805 -0.00445452000125 -0.00959092429140625 0.0138037781226563 0.106967242578125 -0.0169331786825781 1.01559247109375 -0.127917058203125 0.119191568046875
15 "WALKING" "-4.26e-01" 0.005890946784375 0.01123116146875 -0.0198430148195313 -0.106407523226562 0.0228136030546875 -0.038626022828125 1.0139540453125 -0.214465055820313 0.0821186517085938
15 "WALKING_DOWNSTAIRS" "-3.00e-01" -0.000188902335937501 0.00989147301171875 0.0253854608125 -0.0409902403984375 0.0545251492734375 -0.03613691871875 0.9750181640625 -0.17901848659375 0.130155710683203
15 "WALKING_UPSTAIRS" "-4.12e-01" 0.000684441796874999 -0.0430557593984375 -0.0362388292664063 0.534931673273437 -0.149713488929687 0.079768663 1.01589496171875 -0.27996809709375 0.0388020660492188
16 "LAYING" "-6.09e-01" 0.0173080768171875 0.00200936139765625 -0.00706791655546875 -0.08807968375 -0.21737234640625 0.141255862890625 0.2811800484375 0.44722454296875 0.850538621875
16 "SITTING" "-5.39e-01" 0.0580239217054688 0.0556926403022656 0.100508927547656 0.044022195546875 -0.0422899370335938 0.0435742393617188 0.9934240890625 -0.10604546203125 -0.2498929046875
16 "STANDING" "-6.19e-01" -2.5477773203125e-05 -0.003682644318125 0.004539094078125 -0.013153959921875 -0.0158868136578125 0.0264055630796875 1.00818858125 -0.165018746875 -0.14491749453125
16 "WALKING" "-4.43e-01" -0.0085884394703125 -0.0198057267974219 0.003781382921875 -0.0874099342109375 0.0461817619765625 0.0241419910390625 0.9691959953125 -0.198711617148437 -0.267604038828125
16 "WALKING_DOWNSTAIRS" "-3.89e-01" 0.0391559684375 -0.021804184790625 -0.026073094515625 -0.189611159821094 0.0211333957890625 0.0486772995703125 1.0167013046875 -0.193112652882812 -0.262227889226562
16 "WALKING_UPSTAIRS" "-4.49e-01" -0.0410169317734375 -0.0031473536953125 -0.0698482304914813 0.553634011851562 -0.135243665273438 -0.223851914460937 0.91250807734375 -0.264329708359375 -0.39391408828125
17 "LAYING" "-5.72e-01" 0.0088505203671875 -0.006155474671875 0.00656520689453125 0.0136762023078125 -0.0854040812421875 0.1665483146875 0.21621284375 0.560059040625 0.8078406328125
17 "SITTING" "-5.84e-01" 0.0119291855851562 0.0819648674132813 0.0205053634259375 -0.0509980934375 -0.046675033515625 0.043960229953125 1.01811019921875 0.076610447578125 -0.10383311046875
17 "STANDING" "-5.96e-01" -0.00118387220125 -0.00211037167640625 -0.0175440374882031 0.0597680149140625 0.0978564629546875 0.00792668535703125 0.9849615015625 -0.17638435234375 -0.2638340328125
17 "WALKING" "-4.22e-01" -0.001714201046875 -0.019133643 -0.0013034738609375 0.369593601851562 0.0004596641875 -0.1630999271875 0.9929174578125 -0.0700465140625 -0.257020499328125
17 "WALKING_DOWNSTAIRS" "-4.15e-01" 0.001976334453125 0.0015926507109375 0.00154157691015625 0.0345733572515625 -0.009205808046875 -0.0105262643671875 0.99237277734375 -0.0225513183007813 -0.191497985546875
17 "WALKING_UPSTAIRS" "-4.05e-01" -0.0499574373671875 -0.0076762236953125 -0.0070283305703125 0.268259104523437 0.007991110359375 -0.0636201974382812 0.9281862515625 -0.126655404165625 -0.346033279453125
18 "LAYING" "-6.39e-01" -0.00314977135820313 0.00172874800695312 -0.0026630045846875 -0.000945165374453125 0.0129537120757813 0.071738888046875 0.153770875 0.9361976953125 0.3595413703125
18 "SITTING" "-6.24e-01" -0.00152798534 0.0254426289484375 -0.0185187843398438 -0.0163051887609375 -0.0240861678375 0.043755498921875 0.8988463515625 0.381682828125 0.27550541640625
18 "STANDING" "-6.51e-01" 0.0002084512625 -0.00870277192578125 -0.0041152257890625 -0.02099870678125 -0.0243022267976562 -0.00163171735 1.018295203125 -0.13907391875 0.0854538934375
18 "WALKING" "-4.71e-01" -0.004469395058125 -0.0080780229453125 0.013555894653125 -0.02464955589375 0.0332052063515625 -0.0328633053359375 1.00199543515625 -0.235893120210938 0.0803001608804687
18 "WALKING_DOWNSTAIRS" "-4.57e-01" 0.022616763296875 -0.0053220553203125 -0.006959386453125 -0.0230336073359375 -4.87001539062503e-05 0.00615865756953125 1.01686843984375 -0.1864698105 0.0936188870195312
18 "WALKING_UPSTAIRS" "-4.76e-01" 0.007211821578125 -0.0406246835455469 -0.0512680103609375 -0.0807040283289062 -0.0717805706328125 -0.009851079484375 1.00144923515625 -0.3150678665625 0.0663231773265625
19 "LAYING" "-5.93e-01" -0.00290232997117188 -0.00570288383203125 0.012709956693125 -0.274530566640625 -0.190495715859375 0.04049418734375 0.00120437908390625 0.8342988515625 0.58273686171875
19 "SITTING" "-5.98e-01" -0.0128478337484375 -0.00453441152421875 -0.00525571916015625 -0.0204127408992188 -0.1628773703125 0.160189293203125 0.609800084375 0.4674733609375 0.64969159375
19 "STANDING" "-5.99e-01" -0.0014142095175 -0.0052129472078125 -0.010086670128125 0.0144072606890625 -0.09057479259375 0.04309760295 0.99894987109375 -0.2317135296875 0.12685682015625
19 "WALKING" "-3.12e-01" 0.000979606411718749 -0.0343718873195313 -0.035537322953125 0.335029645664063 -0.125367580667969 -0.023869416796875 1.00377879140625 -0.2605771602 -0.0127784069875
19 "WALKING_DOWNSTAIRS" "-1.95e-01" -0.0019258713625 0.0068144793671875 0.00456030115703125 -0.181529487296875 0.07391627784375 -0.0100504591273437 0.98565766328125 -0.212391723460937 -0.0199518819453125
19 "WALKING_UPSTAIRS" "-3.82e-01" -0.0473949166015625 -0.0565778144984375 -0.0612160260429687 -0.368502903398437 0.032533805546875 -0.0452358368515625 0.93831458828125 -0.38800733171875 -0.117424308171875
20 "LAYING" "-5.37e-01" -0.154587923625 0.02826844748125 0.0160911147242188 0.00165600459765625 -0.127298001492188 0.2406269796875 -0.143358485703125 0.80757546953125 0.60534463359375
20 "SITTING" "-5.79e-01" -0.0101067022867187 0.0538418464351563 0.02083710015625 -0.00926522291546875 -0.0982457305703125 0.114387666226563 0.94978719140625 0.18853747578125 0.32375466328125
20 "STANDING" "-6.18e-01" -8.159253578125e-05 -0.008268831734375 0.0141501859945312 0.011542680796875 0.0120690571476562 0.0146324215164844 1.01265506484375 -0.15918001328125 0.1186902271875
20 "WALKING" "-3.59e-01" -0.01742104665625 0.00386510607421875 -0.01307869840625 -0.336898278375 0.139458272992187 0.0141975256539063 0.97091161953125 -0.287886381789063 -0.0701745058125
20 "WALKING_DOWNSTAIRS" "-2.37e-01" 0.03447052540625 0.009378043234375 -0.0266966419296875 -0.263722129765625 0.084210339453125 0.03250350746875 1.01363076796875 -0.236475593375 -0.0786258938671875
20 "WALKING_UPSTAIRS" "-3.77e-01" -0.0670255754296875 -0.056834292296875 -0.0631906839296875 0.157184863492187 -0.081917147890625 -0.0936606240390625 0.88171491328125 -0.40529531203125 -0.273643253140625
21 "LAYING" "-5.48e-01" -0.0425713729388281 -0.01309243 0.0629765654713281 -0.0464509672445313 -0.20145789203125 0.10190801484375 0.283988096875 0.65254196796875 0.70968293984375
21 "SITTING" "-6.15e-01" -0.00631295638984375 0.010494293321875 -0.00936500788085937 0.0285251795 -0.0289654604382812 0.059597999640625 0.99069901953125 -0.048193155546875 -0.27420431484375
21 "STANDING" "-5.30e-01" -0.0066411242234375 -0.00441279906171875 -0.041511627809375 0.196035825361719 0.022590861890625 0.0712152025382812 0.95992238203125 -0.3073739796875 -0.198853325
21 "WALKING" "-3.67e-01" 0.004006425078125 -0.0365770121125 0.008038785421875 -0.06955113209375 0.0516273197398437 0.0334098941640625 0.953398734375 -0.373832353671875 -0.2385376693125
21 "WALKING_DOWNSTAIRS" "-2.52e-01" 0.037305532828125 -0.02258345103125 0.0189482147359375 -0.173846104078125 0.099668415484375 0.0129500242070312 0.961957440625 -0.37626675234375 -0.210264763429688
21 "WALKING_UPSTAIRS" "-4.08e-01" -0.026614813171875 -0.0410471258921875 -0.0172224152320312 0.380509349070312 -0.167172005535156 -0.107799577226562 0.89847888984375 -0.414442981640625 -0.310173201328125
22 "LAYING" "-5.87e-01" 0.071686934484375 0.0186185526796875 -0.0309391264054687 -0.063586096328125 -0.174363015703125 0.242188394296875 0.04503791403125 0.656147890625 0.76914864375
22 "SITTING" "-6.04e-01" 0.00172265416203125 -0.0156744422132813 -0.0104647514820312 -0.00123875162890625 -0.091173855265625 0.13160035953125 0.81802652265625 0.40053271953125 0.43641141796875
22 "STANDING" "-5.94e-01" -0.000998864512421875 -0.0078540034159375 0.006112315375 -0.0126282868929688 0.000200643096093751 -0.0076169034625 1.0126658515625 -0.17499063125 0.097355328984375
22 "WALKING" "-2.66e-01" -0.0002804341640625 -0.012559157578125 -0.0168159126835937 0.25842314834375 -0.0904556204804687 -0.0282638668046875 1.00306413046875 -0.2386218650625 0.0904066723828125
22 "WALKING_DOWNSTAIRS" "-3.00e-01" 0.02113843125 -0.00443826817578125 0.015696186109375 -0.024080543828125 -0.01492979253125 0.002457960515625 1.00403305 -0.198728474091406 0.121665516398437
22 "WALKING_UPSTAIRS" "-3.27e-01" -0.0306630696484375 -0.0475381424148437 -0.0403208057039062 0.69066805890625 -0.256797644335937 -0.055760817265625 0.97530199453125 -0.334759824828125 -0.0262987871171875
23 "LAYING" "-5.80e-01" -0.002840833984375 -0.0358810466366406 0.0239678678680469 0.0807470131640625 -0.1861867665625 0.154001432890625 0.075780697734375 0.44473330390625 0.90325569453125
23 "SITTING" "-5.99e-01" -0.0121070042265625 0.0210461634898437 0.0622422892453125 -0.0305479335859375 -0.032119888203125 0.03663584675 0.98406199609375 0.20356298359375 0.190191709765625
23 "STANDING" "-6.26e-01" -0.000543471664765625 -0.0129500390828125 -0.0038033044140625 -0.000864469884375 -0.023318178078125 -0.0027419178959375 1.027810496875 0.0005996781015625 -0.00176020144375
23 "WALKING" "-3.12e-01" -0.030195531109375 -0.0099481358125 -0.0231331754609375 -0.448990668234375 0.115421214105469 0.110689435078125 0.9781072578125 -0.158300208507813 -0.16617617228125
23 "WALKING_DOWNSTAIRS" "-8.31e-02" -0.000516456840625 0.013173348890625 0.0165326245859375 -0.0186318412265625 0.02426334959375 0.01908027015625 0.98238687265625 -0.09495501096875 -0.0852004390932812
23 "WALKING_UPSTAIRS" "-3.69e-01" -0.0204944320117187 -0.029974474671875 -0.061209512075 0.5099961546875 -0.175936238203125 -0.06928015515625 0.97512329140625 -0.157995784945312 -0.265861663515625
